level_0,index,username,acctdesc,location,following,followers,totaltweets,usercreatedts,tweetcreatedts,retweetcount,text,hashtags,mentioned_users,cleaned_text,document_tone,sentences_tone
2290,6789,RGeezyNBA,i'm a basketball expert,socal,907,1058,135792,2009-03-16 07:36:04,2020-06-21 02:40:44,0,"If you want to call it chinese virus akin to the spanish flu i don't think that's a big deal

but this is a racist dog whistle https://t.co/u2DVTgyRez",[],[],"want call chinese virus akin spanish flu think that's big deal

but racist dog whistle","{'tones': [{'score': 0.720783, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}","[{'sentence_id': 0, 'text': ""want call chinese virus akin spanish flu think that's big deal"", 'tones': [{'score': 0.653099, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, {'sentence_id': 1, 'text': '', 'tones': []}, {'sentence_id': 2, 'text': 'but racist dog whistle', 'tones': []}]"
2291,6790,yogendermishr17,"क्या करोगे जानकर,",n.a,264,203,6138,2019-08-05 08:08:45,2020-06-21 03:57:31,36,India is only country which is fighting with corona virus and the source of corona virus . 😊,[],[],india country fight corona virus source corona virus,"{'tones': [{'score': 0.509749, 'tone_id': 'fear', 'tone_name': 'Fear'}]}",
2292,6791,DavidJo1930,"there are many ways of going forward, but only one way of standing still# gravity#🇺🇸🇺🇸⭐️","phenix city, al",1074,351,2470,2020-03-31 18:29:31,2020-06-21 02:41:06,1241,"Why did the Washington Post all of a sudden remove the daily China Virus death tracker from its front page now that COVID deaths are decreasing nationwide?

I guess it just doesn’t fit their narrative anymore.

🤔",[],[],"washington post sudden remove daily china virus death tracker front page covid death decrease nationwide?

i guess doesn’t fit narrative anymore.

🤔","{'tones': [{'score': 0.630541, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.893364, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}","[{'sentence_id': 0, 'text': 'washington post sudden remove daily china virus death tracker front page covid death decrease nationwide?', 'tones': [{'score': 0.511428, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}, {'sentence_id': 1, 'text': 'i guess doesn’t fit narrative anymore.', 'tones': [{'score': 0.640493, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.946222, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}, {'sentence_id': 2, 'text': '🤔', 'tones': []}]"
2293,6792,MarkMania88,"fire safety inspector, wi sports fan, comedy podcast nerd, straight, white, male, feminist.","milwaukee, wi",371,37,1091,2010-07-07 18:58:07,2020-06-20 02:55:27,25296,"Trump's rally in Tulsa is indoors, with no social distancing and no mask requirements—all in violation of CDC guidelines. Trump is willing to spread the COVID-19 virus in order to hear some cheers. He is a direct threat to the health of the American people. He must be defeated.",[],[],trump's rally tulsa indoors social distance mask requirements—all violation cdc guideline trump willing spread virus order hear cheer direct threat health american people must defeat,"{'tones': [{'score': 0.642915, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.674728, 'tone_id': 'confident', 'tone_name': 'Confident'}]}",
2294,6793,gauravty15,भारतीय 🇮🇳,india,430,905,139118,2011-05-13 16:57:19,2020-06-20 02:02:27,244,"I don't remember India ever faced such a multipronged grave situtation, where it is attacked simanteneiously by Corona Virus Pandemic, Pakistan,Nepal, Chinese, internal thookers &amp; lowlifes. Thankfully we have resilient patriotic Indians &amp; best PM Heading the country. We will WIN. https://t.co/FNhH4Damfe",[],[],"remember india ever face multipronged grave situtation attack simanteneiously corona virus pandemic pakistan,nepal chinese internal thookers amp lowlifes thankfully resilient patriotic indian amp best pm head country win","{'tones': [{'score': 0.515862, 'tone_id': 'joy', 'tone_name': 'Joy'}]}",
2295,6794,reg_catt,n.a,"london, england",467,172,1644,2009-03-24 17:24:11,2020-06-20 02:49:59,25321,"Trump's rally in Tulsa is indoors, with no social distancing and no mask requirements—all in violation of CDC guidelines. Trump is willing to spread the COVID-19 virus in order to hear some cheers. He is a direct threat to the health of the American people. He must be defeated.",[],[],trump's rally tulsa indoors social distance mask requirements—all violation cdc guideline trump willing spread virus order hear cheer direct threat health american people must defeat,"{'tones': [{'score': 0.642915, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.674728, 'tone_id': 'confident', 'tone_name': 'Confident'}]}",
2296,6795,shrnkngsly,"🕊 luke 6:30 🕊 administrate all the things! coffee addict, homosexual extremist, and cat lady. also i died once on murder, she wrote.",flyover country,855,313,10190,2018-10-30 18:54:27,2020-06-21 04:04:34,714,"Breaking News: Covid Virus extremely confused at #TrumpRallyFail. ""I'm really disappointed,"" said virus, ""we were going to spread it like warm butter tonight."" Virus adds, ""We'll work with what we got.""",['trumprallyfail'],[],break news covid virus extremely confused i'm really disappoint say virus go spread like warm butter tonight virus add we'll work get,"{'tones': [{'score': 0.654326, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}",
2297,6796,davegarza7,#blacklivesmatter,n.a,246,82,18910,2012-08-14 01:49:26,2020-06-21 03:30:16,847,"President Trump used a racist term during his Tulsa rally to refer to coronavirus, which he has previously referred to as the ""Chinese virus"" https://t.co/tdyUBGckdo",[],[],president trump use racist term tulsa rally refer coronavirus previously refer chinese virus,"{'tones': [{'score': 0.874319, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}",
2298,6797,kachoomar,n.a,"new delhi, india",448,842,143152,2013-04-10 17:06:50,2020-06-21 03:27:53,376,"“Because of the Chinese virus what happened about 3 months ago—it looked like we were in big trouble, and we were and I got it back together.” Trump at Tulsa rally. American media most upset with term 'Chinese virus', calling DT a racist. Also shows the disconnect b/w media &amp; ppl",[],[],“because chinese virus happen month ago—it look like big trouble get back together.” trump tulsa rally american medium upset term chinese virus call dt racist also show disconnect b/w medium amp ppl,"{'tones': [{'score': 0.50589, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}","[{'sentence_id': 0, 'text': '“because chinese virus happen month ago—it look like big trouble get back together.”', 'tones': [{'score': 0.560098, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, {'sentence_id': 1, 'text': 'trump tulsa rally american medium upset term chinese virus call dt racist also show disconnect b/w medium amp ppl', 'tones': []}]"
2299,6798,RealRobertBusch,"book author, yoga teacher, musician, political scientist and freelance journalist. open to arguments, but keep your insults to yourself. eintracht frankfurt.","neu-isenburg, deutschland",340,142,2771,2018-08-22 20:15:12,2020-06-21 02:22:15,0,"How often did #Trump say #BlackLivesMatters during his #TulsaRally ? 

The answer is 0

How often did he say Chinese Virus?

The answer is 6

Has he said something about history? 

Don’t even get me started...","['trump', 'blacklivesmatters', 'tulsarally']",[],"often say 

the answer often say chinese virus?

the answer say something history 

don’t even get start","{'tones': [{'score': 0.995548, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.981409, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}","[{'sentence_id': 0, 'text': 'often say ', 'tones': [{'score': 0.984352, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}, {'sentence_id': 1, 'text': '', 'tones': []}, {'sentence_id': 2, 'text': 'the answer often say chinese virus?', 'tones': [{'score': 0.75152, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.955445, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, {'sentence_id': 3, 'text': '', 'tones': []}, {'sentence_id': 4, 'text': 'the answer say something history ', 'tones': [{'score': 0.968123, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.970179, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, {'sentence_id': 5, 'text': '', 'tones': []}, {'sentence_id': 6, 'text': 'don’t even get start', 'tones': [{'score': 0.984352, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}]"
2300,6799,TrinaWi58986361,n.a,n.a,155,205,9762,2019-03-19 02:22:51,2020-06-21 03:40:46,2,"@samstein My word those Chinese have such amazing technology to be able to create a virus that isn’t infectious during riots, but is deadly at a Trump rally.",[],['@samstein'],word chinese amaze technology able create virus isn’t infectious riot deadly trump rally,{'tones': []},
2301,6800,levz_a,n.a,"weston, fl",361,369,20182,2015-04-19 15:25:00,2020-06-20 03:17:40,25954,"Trump's rally in Tulsa is indoors, with no social distancing and no mask requirements—all in violation of CDC guidelines. Trump is willing to spread the COVID-19 virus in order to hear some cheers. He is a direct threat to the health of the American people. He must be defeated.",[],[],trump's rally tulsa indoors social distance mask requirements—all violation cdc guideline trump willing spread virus order hear cheer direct threat health american people must defeat,"{'tones': [{'score': 0.642915, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.674728, 'tone_id': 'confident', 'tone_name': 'Confident'}]}",
2302,6801,islndude49,n.a,n.a,191,35,3012,2014-02-27 15:35:21,2020-06-20 01:54:44,191,@SidneyPowell1 @GovAbbott @realDonaldTrump @DallasGOP @JudgeClayJ @DallasCountyHe1 @DallasCounty @molmccann @market_raven @GOPbuzz1 I live in a blue state with mandatory masks and guess what—- I STILL GOT COVID. They do NOT work and I feel it made me more vulnerable to the virus by lowering my immune system. It is not healthy breathing in your CO2. This is government control and nothing less.,[],"['@SidneyPowell1', '@GovAbbott', '@realDonaldTrump', '@DallasGOP', '@JudgeClayJ', '@DallasCountyHe1', '@DallasCounty', '@molmccann', '@market_raven', '@GOPbuzz1']",live blue state mandatory mask guess what— still get covid work feel make vulnerable virus lower immune system healthy breathing government control nothing less,"{'tones': [{'score': 0.741891, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.615352, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}",
2303,6802,sgleeper,"nebraskan, military mom, #votebluetosaveamerica  #nevertrumper #impeachedforlife
#resist #rightmatters 🌊🌊",n.a,3179,2374,31663,2018-12-19 09:47:30,2020-06-21 02:36:02,151,"When the President of the United States uses racist terms like Kung Flu, Chinese Virus, or China Plague, my biggest fear as an Asian American is that it normalizes racism against us and there’s no way for us to fight it. We have very little representation in government and media.",[],[],president united state us racist term like kung flu chinese virus china plague big fear asian american normalizes racism there’s way fight little representation government medium,"{'tones': [{'score': 0.552886, 'tone_id': 'fear', 'tone_name': 'Fear'}]}",
2304,6803,SailorYoshee,"hello lovelies ♥️ i’m yoshee, i’m 25, i go by all pronouns, and i do cosplay and shit post my feelings lol. follow my ig for more cosplay content!","minneapolis, mn",364,948,16213,2013-02-11 20:07:15,2020-06-20 03:05:35,368,"Thanks a lot jackasses, due to the spike in Corona Virus cases in the state, visitation at the hospital has been cut off completely. Hope brunch at that bar and grill was worth it, you selfish fucks. Eat a bag of dicks.",[],[],thanks lot jackass due spike corona virus case state visitation hospital cut completely hope brunch bar grill worth selfish fuck eat bag dick,"{'tones': [{'score': 0.597553, 'tone_id': 'anger', 'tone_name': 'Anger'}]}",
2305,6804,emray1029,n.a,"hobart, in",200,18,102,2019-01-21 01:38:55,2020-06-20 02:59:06,25271,"Trump's rally in Tulsa is indoors, with no social distancing and no mask requirements—all in violation of CDC guidelines. Trump is willing to spread the COVID-19 virus in order to hear some cheers. He is a direct threat to the health of the American people. He must be defeated.",[],[],trump's rally tulsa indoors social distance mask requirements—all violation cdc guideline trump willing spread virus order hear cheer direct threat health american people must defeat,"{'tones': [{'score': 0.642915, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.674728, 'tone_id': 'confident', 'tone_name': 'Confident'}]}",
2306,6805,LiaMaulidaNurul,لَا إِلَهَ إِلَّا أَنْتَ سُبْحَانَكَ إِنِّي كُنْتُ مِنَ الظَّالِمِينَ,n.a,259,265,7422,2012-08-03 05:59:38,2020-06-21 02:18:18,0,"@urfavhijabii 💯. And this Corona virus literally push me to be more sabr, all agendas that I have planned is ruined 🥺, May Allah give us strength and patience.",[],['@urfavhijabii'],corona virus literally push sabr agenda plan ruin may allah give strength patience,"{'tones': [{'score': 0.716301, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}",
2307,6806,slangword,"liberal, comics fan, and father. i truly believe we are #strongertogether.  i also like the occasional cookie.  #theresistance (he/him)

rainn 800-656-4673",n.a,1122,398,31006,2016-11-03 18:52:59,2020-06-21 04:21:42,58,"At the #TrumpTulsaRally, Trump said he asked for COVID testing to be slowed, saying “when you do testing to that extent, you’re gonna find more people, you're gonna find more cases” and called the virus, which has killed 120,000 Americans, the “kung flu” https://t.co/bG9k4sLPcO https://t.co/YiLxpZoKAF",['trumptulsarally'],[],trump say ask covid test slow say “when test extent you’re gonna find people gonna find cases” call virus kill american “kung flu”,{'tones': []},
2308,6807,CarrieRosen77,"i try to be nice, but if you're the person saying covid-19 is not a big deal, im gonna call you out. /i follow back #resist🌊",usa,882,508,6678,2018-12-14 01:43:35,2020-06-20 02:58:38,0,"@tesullivan1 @TrumpNewsPolls @jaketapper Wrong. They never stopped talking about covid. In fact they have talked about how the protests may spread the virus. But your use of the word ""riots"", when there has been mostly peaceful protesting, tells us all we need to know about your agenda here.",[],"['@tesullivan1', '@TrumpNewsPolls', '@jaketapper']",wrong never stop talk covid fact talk protest may spread virus use word riot mostly peaceful protest tell need know agenda,"{'tones': [{'score': 0.8152, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}",
2309,6808,Sapphire__Steel,"history, progressive politics and comics are my wheelhouse. former record store worker. teacher. father of 2, including a daughter living with diabetes. intj.","auckland, new zealand",3718,1127,14145,2018-09-09 05:39:01,2020-06-21 02:20:55,0,"@sgowsmith1988 In today’s speech he really doubled-down on blaming the Chinese. Mocked the idea of calling it ‘Covid-19’ (“So many names!” - much laughter). Repeated “Chinese Virus”. Suggested a tough stance on China in his next term. If in doubt, pivot to racism....",[],['@sgowsmith1988'],today’s speech really doubled-down blame chinese mock idea call “so many names!” much laughter repeat “chinese virus” suggest tough stance china next term doubt pivot racism,"{'tones': [{'score': 0.577976, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.925837, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}","[{'sentence_id': 0, 'text': 'today’s speech really doubled-down blame chinese mock idea call “so many names!”', 'tones': [{'score': 0.620279, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, {'sentence_id': 1, 'text': 'much laughter repeat “chinese virus” suggest tough stance china next term doubt pivot racism', 'tones': [{'score': 0.6317, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.845297, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}]"
2310,6809,Ashufouzdar3,n.a,n.a,12,4,688,2020-06-13 13:42:22,2020-06-21 04:22:27,13,"Wt Dangerous More then Corona Virus..?
Ans is Media Virus.. They hv Responsibility to spread the correct news bt they r not doing that just for money.. Shame on these type of Media Houses..

#PresstitutesCantHarmSALMAN",[],[],"wt dangerous corona virus..?
ans medium virus hv responsibility spread correct news bt money shame type medium houses..

","{'tones': [{'score': 0.665502, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.848841, 'tone_id': 'confident', 'tone_name': 'Confident'}]}","[{'sentence_id': 0, 'text': 'wt dangerous corona virus..?', 'tones': [{'score': 0.590091, 'tone_id': 'fear', 'tone_name': 'Fear'}]}, {'sentence_id': 1, 'text': 'ans medium virus hv responsibility spread correct news bt money shame type medium houses..', 'tones': [{'score': 0.718622, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}]"
2311,6810,MTVnatty,be groovy or leave man,cloud 10,180,117,632,2016-08-23 00:14:49,2020-06-20 01:56:57,22872,"Trump's rally in Tulsa is indoors, with no social distancing and no mask requirements—all in violation of CDC guidelines. Trump is willing to spread the COVID-19 virus in order to hear some cheers. He is a direct threat to the health of the American people. He must be defeated.",[],[],trump's rally tulsa indoors social distance mask requirements—all violation cdc guideline trump willing spread virus order hear cheer direct threat health american people must defeat,"{'tones': [{'score': 0.642915, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.674728, 'tone_id': 'confident', 'tone_name': 'Confident'}]}",
2312,6811,SFbeherenow,can’t figure out what i’m doing here....,n.a,540,192,152592,2009-08-22 00:01:13,2020-06-20 02:59:34,1782,"The smartphone app to track the spread of Covid-19 may never be released, ministers admitted yesterday, as they abandoned a three-month attempt to create their own version of the technology.

Tech failure leaves virus tracing plan in disarray

https://t.co/TY8AfbdNCo",[],[],"smartphone app track spread may never release minister admit yesterday abandon three-month attempt create version technology.

tech failure leave virus trace plan disarray

","{'tones': [{'score': 0.693946, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.874805, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}","[{'sentence_id': 0, 'text': 'smartphone app track spread may never release minister admit yesterday abandon three-month attempt create version technology.', 'tones': [{'score': 0.593965, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.615352, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}, {'sentence_id': 1, 'text': 'tech failure leave virus trace plan disarray', 'tones': [{'score': 0.581105, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}]"
2313,6812,wthlilymc,𝘐'𝘮 𝘰𝘯 𝘢 𝘸𝘩𝘰𝘭𝘦 '𝘯𝘰𝘵𝘩𝘦𝘳 𝘭𝘦𝘷𝘦𝘭,1738 ,279,554,27539,2015-10-25 09:14:00,2020-06-21 03:25:59,1185,huhuhu I really miss how life was before the corona virus 🥺👉🏼👈🏼,[],[],huhuhu really miss life corona virus,"{'tones': [{'score': 0.88846, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.842108, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}",
2314,6813,Neel38894576,n.a,n.a,3,0,91,2020-06-03 13:26:48,2020-06-21 03:15:22,0,"@HuXijin_GT Whole world especially ur neighbours khows ur intention. so dnt wry. All Chinese propaganda will not work on India.its not Pakistan that give u their territory to Chinese in gift. 🎁
Bloody uncouth bat eating virus spreading Chinese",[],['@HuXijin_GT'],"whole world especially ur neighbour khows ur intention dnt wry chinese propaganda work india.its pakistan give territory chinese gift 
bloody uncouth bat eat virus spread chinese",{'tones': []},"[{'sentence_id': 0, 'text': 'whole world especially ur neighbour khows ur intention dnt wry chinese propaganda work india.its', 'tones': []}, {'sentence_id': 1, 'text': 'pakistan give territory chinese gift ', 'tones': [{'score': 0.644642, 'tone_id': 'joy', 'tone_name': 'Joy'}]}, {'sentence_id': 2, 'text': 'bloody uncouth bat eat virus spread chinese', 'tones': []}]"
2315,6814,dax30dji30,"entj матрёшка. toc whistleblower in online gambling - data theft, cybercrime, money laundering & fraud - microgaming's bookie. betway cited in #paradisepapers",skype:frihetsdottir,659,3679,1318,2009-02-03 22:23:55,2020-06-20 03:11:27,0,"@JimSilver62 The prob isn't the testing, the prob is the Chinese virus and how contagious it is.

Swedish authorities thought that by not counting it would help. We know what happened with their strategy.",[],['@JimSilver62'],"prob test prob chinese virus contagious is.

swedish authority think count would help know happen strategy","{'tones': [{'score': 0.9449, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}","[{'sentence_id': 0, 'text': 'prob test prob chinese virus contagious is.', 'tones': []}, {'sentence_id': 1, 'text': 'swedish authority think count would help know happen strategy', 'tones': [{'score': 0.93534, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}]"
2316,6815,JackKinofRavens,"part time lesser eldritch being, full time salt lord.","houston, tx",81,28,2989,2017-02-19 03:57:04,2020-06-20 03:09:06,26007,"Trump's rally in Tulsa is indoors, with no social distancing and no mask requirements—all in violation of CDC guidelines. Trump is willing to spread the COVID-19 virus in order to hear some cheers. He is a direct threat to the health of the American people. He must be defeated.",[],[],trump's rally tulsa indoors social distance mask requirements—all violation cdc guideline trump willing spread virus order hear cheer direct threat health american people must defeat,"{'tones': [{'score': 0.674728, 'tone_id': 'confident', 'tone_name': 'Confident'}, {'score': 0.642915, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}",
2317,6816,cma1125,n.a,n.a,105,10,284,2011-03-17 00:58:34,2020-06-21 02:23:04,0,"@KySportsRadio @KSBarAndGrille @CM_Tomlin I was going to come but my son is recovering from COVID virus and because I had close contact with him, I have to stay home.",[],"['@KySportsRadio', '@KSBarAndGrille', '@CM_Tomlin']",go come son recover covid virus close contact stay home,{'tones': []},
2318,6817,shunty70,proud to be aap and arvind kejriwal supporter. rt's need not be endorsement.,n.a,1716,1298,106448,2010-05-13 20:37:35,2020-06-21 02:34:08,125,"Delhi corona Virus should learn from Gujarati corona Virus about how to keep 𝐜𝐨𝐧𝐬𝐢𝐬𝐭𝐞𝐧𝐜𝐲

14June- 511 cases
15June- 514 cases
16June- 524 cases
17June- 520 cases
18June- 510 cases
19June- 540 cases
20June- 539 cases

This consistency will even put 𝐃𝐫𝐚𝐯𝐢𝐝 to shame",[],[],"delhi corona virus learn gujarati corona virus keep cases

this consistency even put shame","{'tones': [{'score': 0.574857, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.747663, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.952443, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}","[{'sentence_id': 0, 'text': 'delhi corona virus learn gujarati corona virus keep cases', 'tones': [{'score': 0.724236, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, {'sentence_id': 1, 'text': '', 'tones': []}, {'sentence_id': 2, 'text': 'this consistency even put shame', 'tones': [{'score': 0.566198, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.968123, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}]"
2319,6818,joesamtyler,n.a,n.a,55,13,1042,2015-11-30 18:35:13,2020-06-21 03:29:24,10337,6 members of Trump's Tulsa advance staff have tested positive for COVID-19. Each may have infected hundreds with the virus already.,[],[],member trump's tulsa advance staff test positive may infect hundred virus already,{'tones': []},
2320,6819,apujara40,working to reduce the impact of breast cancer • interested in optimizing workflows and patient experience • fascinated by the human condition • tweets my own,"atlanta, ga",206,219,367,2018-02-21 15:50:07,2020-06-20 02:51:16,25316,"Trump's rally in Tulsa is indoors, with no social distancing and no mask requirements—all in violation of CDC guidelines. Trump is willing to spread the COVID-19 virus in order to hear some cheers. He is a direct threat to the health of the American people. He must be defeated.",[],[],trump's rally tulsa indoors social distance mask requirements—all violation cdc guideline trump willing spread virus order hear cheer direct threat health american people must defeat,"{'tones': [{'score': 0.642915, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.674728, 'tone_id': 'confident', 'tone_name': 'Confident'}]}",
2321,6820,gentle_ankit,"🇮🇳

 i'm rude 😈&highly inflammable 😡",n.a,21,6,34,2020-06-19 12:15:29,2020-06-20 03:15:42,66,"Whole world is afraid of corona virus and Indians doing protest against nepotism 

Corona to Indian- https://t.co/4zZFj53x9M",[],[],"whole world afraid corona virus indians protest nepotism 

corona indian","{'tones': [{'score': 0.840408, 'tone_id': 'fear', 'tone_name': 'Fear'}]}","[{'sentence_id': 0, 'text': 'whole world afraid corona virus indians protest nepotism ', 'tones': [{'score': 0.874086, 'tone_id': 'fear', 'tone_name': 'Fear'}]}, {'sentence_id': 1, 'text': '', 'tones': []}, {'sentence_id': 2, 'text': 'corona indian', 'tones': [{'score': 0.697942, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}]"
2322,6821,pinkbangtan_2,how you like that #lisa is my emo crush (this is a fan account) #blacklivesmatter,bts 💜,739,725,4377,2019-05-05 23:14:24,2020-06-21 03:42:27,0,"Fuck whoever calls the corona virus the ""Chinese virus"" you are literally no better then any other racist.",[],[],fuck whoever call corona virus chinese virus literally well racist,"{'tones': [{'score': 0.539663, 'tone_id': 'anger', 'tone_name': 'Anger'}]}",
2323,6822,isftycks,your silence will not protect you - audre lorde,(she/her) (l)gbtq+ ,171,280,5186,2020-03-28 18:18:59,2020-06-21 02:41:56,0,"dear american ppl,
you will never see me again on the usa territory if it is to be called a chinese virus 
sincerely,
mar",[],[],"dear american ppl,
you never see usa territory call chinese virus 
sincerely,
mar","{'tones': [{'score': 0.901164, 'tone_id': 'confident', 'tone_name': 'Confident'}]}","[{'sentence_id': 0, 'text': 'dear american ppl,', 'tones': [{'score': 0.521267, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}, {'sentence_id': 1, 'text': 'you never see usa territory call chinese virus ', 'tones': [{'score': 0.704642, 'tone_id': 'confident', 'tone_name': 'Confident'}]}, {'sentence_id': 2, 'text': 'sincerely,', 'tones': []}, {'sentence_id': 3, 'text': 'mar', 'tones': []}]"
2324,6823,Uzi2Yhcsss,"as a taiwanese, i stand on the side of democracy and freedom. 小國小民，好國好民 #spicytaiwan #taiwan 🇳🇫",taiwan,188,195,18199,2019-08-02 08:39:48,2020-06-21 03:38:44,0,@vraug7jaU8iRwzn @mosesisbatman @Lucas1688 @Egghana2 @LWZGW @iingwen CCP Virus case No.1 in France and No.0 in Italy are both Chinese.,[],"['@vraug7jaU8iRwzn', '@mosesisbatman', '@Lucas1688', '@Egghana2', '@LWZGW', '@iingwen']",ccp virus case france italy chinese,"{'tones': [{'score': 0.620279, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}",
2325,6824,malikrukhan,"dps'19||gcu'21
lahore","lahore,pakistan",588,15,704,2015-08-20 17:07:57,2020-06-21 03:36:00,58,"I wonder if @ImranKhanPTI actually gets to see and hear some of the gems he has as part of his cabinet. Zartaj Gul needs a good internet connection and must understand that COVID-19 stands for Co=Corona, VI=Virus, D=Disease and 19=2019

Khan Saab, can I be a minister please?!",[],['@ImranKhanPTI'],wonder actually get see hear gem part cabinet zartaj gul need good internet connection must understand stand co=corona vi=virus d=disease saab minister please,"{'tones': [{'score': 0.512886, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}",
2326,6825,Superloop61,"5thgentxn, taso vb, bb,  thsboa, kofc#799 prostate cancer survivor proud dad, brother, son & papa","dallas, tx",2398,723,14567,2013-04-10 17:15:33,2020-06-21 04:02:20,10706,6 members of Trump's Tulsa advance staff have tested positive for COVID-19. Each may have infected hundreds with the virus already.,[],[],member trump's tulsa advance staff test positive may infect hundred virus already,{'tones': []},
2327,6826,ElaineSwank,n.a,ca,242,300,131182,2012-12-02 17:14:42,2020-06-21 02:40:18,1241,"Why did the Washington Post all of a sudden remove the daily China Virus death tracker from its front page now that COVID deaths are decreasing nationwide?

I guess it just doesn’t fit their narrative anymore.

🤔",[],[],"washington post sudden remove daily china virus death tracker front page covid death decrease nationwide?

i guess doesn’t fit narrative anymore.

🤔","{'tones': [{'score': 0.630541, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.893364, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}","[{'sentence_id': 0, 'text': 'washington post sudden remove daily china virus death tracker front page covid death decrease nationwide?', 'tones': [{'score': 0.511428, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}, {'sentence_id': 1, 'text': 'i guess doesn’t fit narrative anymore.', 'tones': [{'score': 0.640493, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.946222, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}, {'sentence_id': 2, 'text': '🤔', 'tones': []}]"
